id	chrom	start_pos	end_pos	size	gc_content
1028	Sc_chr04	339778	340111	333	0.3753753753753754
1029	Sc_chr04	340111	340123	12	0.25
1030	Sc_chr04	340123	340188	65	0.4153846153846154
1031	Sc_chr04	340188	341371	1183	0.34742180896027053
1032	Sc_chr04	341371	341812	441	0.37414965986394555
1033	Sc_chr04	341812	342142	330	0.3515151515151515
1034	Sc_chr04	342142	342360	218	0.38990825688073394
1035	Sc_chr04	342360	343072	712	0.4297752808988764
1036	Sc_chr04	343072	343280	208	0.3990384615384615
1037	Sc_chr04	343280	343334	54	0.35185185185185186
1038	Sc_chr04	343334	344039	705	0.38156028368794326
1039	Sc_chr04	344039	344788	749	0.36849132176234983
1040	Sc_chr04	344788	345736	948	0.39662447257383965
1041	Sc_chr04	345736	345773	37	0.4324324324324324
1042	Sc_chr04	345773	346039	266	0.4210526315789474
1043	Sc_chr04	346039	346425	386	0.4015544041450777
1044	Sc_chr04	346425	346549	124	0.3387096774193548
1045	Sc_chr04	346549	346782	233	0.3862660944206009
1046	Sc_chr04	346782	346801	19	0.368421052631579
1047	Sc_chr04	346801	346966	165	0.3696969696969697
1048	Sc_chr04	346966	347239	273	0.3223443223443223
1049	Sc_chr04	347239	347296	57	0.368421052631579
1050	Sc_chr04	347296	347793	497	0.3480885311871227
1051	Sc_chr04	347793	349617	1824	0.33826754385964913
1052	Sc_chr04	349617	349787	170	0.33529411764705885
1053	Sc_chr04	349787	349821	34	0.2647058823529412
1054	Sc_chr04	349821	349884	63	0.28571428571428575
1055	Sc_chr04	349884	350388	504	0.3511904761904762
1056	Sc_chr04	350388	350460	72	0.36111111111111116
1057	Sc_chr04	350460	350872	412	0.3713592233009709
1058	Sc_chr04	350872	351074	202	0.4059405940594059
1059	Sc_chr04	351074	351364	290	0.32758620689655177
1060	Sc_chr04	351364	351394	30	0.33333333333333337
1061	Sc_chr04	351394	351805	411	0.3795620437956205
1062	Sc_chr04	351805	351917	112	0.4017857142857143
1063	Sc_chr04	351917	351984	67	0.40298507462686567
1064	Sc_chr04	351984	352213	229	0.47161572052401746
1065	Sc_chr04	352213	352324	111	0.40540540540540543
1066	Sc_chr04	352324	352387	63	0.5079365079365079
1067	Sc_chr04	352387	352479	92	0.358695652173913
1068	Sc_chr04	352479	352515	36	0.4722222222222222
1069	Sc_chr04	352515	352556	41	0.3902439024390244
1070	Sc_chr04	352556	352943	387	0.3462532299741602
1071	Sc_chr04	352943	353155	212	0.38679245283018865
1072	Sc_chr04	353155	353393	238	0.4453781512605042
1073	Sc_chr04	353393	353516	123	0.4390243902439025
1074	Sc_chr04	353516	353626	110	0.45454545454545453
1075	Sc_chr04	353626	353868	242	0.42561983471074377
1076	Sc_chr04	353868	354049	181	0.3812154696132597
1077	Sc_chr04	354049	354140	91	0.43956043956043955
1078	Sc_chr04	354140	354351	211	0.3696682464454976
1079	Sc_chr04	354351	354784	433	0.3279445727482679
1080	Sc_chr04	354784	355341	557	0.34111310592459604
1081	Sc_chr04	355341	355483	142	0.2535211267605634
1082	Sc_chr04	355483	355890	407	0.343980343980344
1083	Sc_chr04	355890	355988	98	0.5
1084	Sc_chr04	355988	357467	1479	0.3935091277890466
1085	Sc_chr04	357467	357547	80	0.5
1086	Sc_chr04	357547	358109	562	0.42170818505338076
1087	Sc_chr04	358109	358296	187	0.36363636363636365
1088	Sc_chr04	358296	359149	853	0.3962485345838218
1089	Sc_chr04	359149	359377	228	0.3289473684210526
1090	Sc_chr04	359377	359943	566	0.34452296819787986
1091	Sc_chr04	359943	360131	188	0.44148936170212766
1092	Sc_chr04	360131	360226	95	0.45263157894736844
1093	Sc_chr04	360226	360374	148	0.40540540540540543
1094	Sc_chr04	360374	360450	76	0.4210526315789474
1095	Sc_chr04	360450	360460	10	0.3
1096	Sc_chr04	360460	360540	80	0.4
1097	Sc_chr04	360540	361024	484	0.40082644628099173
1098	Sc_chr04	361024	361897	873	0.3619702176403207
1099	Sc_chr04	361897	361960	63	0.28571428571428575
1100	Sc_chr04	361960	362407	447	0.407158836689038
1101	Sc_chr04	362407	362538	131	0.3206106870229008
1102	Sc_chr04	362538	362874	336	0.3779761904761905
1103	Sc_chr04	362874	363034	160	0.35625
1104	Sc_chr04	363034	363200	166	0.4216867469879518
1105	Sc_chr04	363200	363741	541	0.421441774491682
1106	Sc_chr04	363741	364443	702	0.40028490028490027
1107	Sc_chr04	364443	364645	202	0.36633663366336633
1108	Sc_chr04	364645	364651	6	0.33333333333333337
1109	Sc_chr04	364651	365225	574	0.33275261324041816
1110	Sc_chr04	365225	365612	387	0.4263565891472868
1111	Sc_chr04	365612	366398	786	0.3880407124681934
1112	Sc_chr04	366398	366964	566	0.4275618374558304
1113	Sc_chr04	366964	367002	38	0.39473684210526316
1114	Sc_chr04	367002	367169	167	0.4311377245508982
1115	Sc_chr04	367169	367256	87	0.4367816091954023
1116	Sc_chr04	367256	367530	274	0.4489051094890511
1117	Sc_chr04	367530	367576	46	0.5
1118	Sc_chr04	367576	367700	124	0.46774193548387094
1119	Sc_chr04	367700	367753	53	0.4339622641509434
1120	Sc_chr04	367753	368057	304	0.4539473684210526
1121	Sc_chr04	368057	368766	709	0.4090267983074753
1122	Sc_chr04	368766	370022	1256	0.4339171974522293
1123	Sc_chr04	370022	370173	151	0.41721854304635764
1124	Sc_chr04	370173	370246	73	0.4383561643835616
1125	Sc_chr04	370246	370292	46	0.45652173913043476
1126	Sc_chr04	370292	370604	312	0.4903846153846154
1127	Sc_chr04	370604	371077	473	0.3171247357293869
1128	Sc_chr04	371077	371649	572	0.41608391608391604
1129	Sc_chr04	371649	371713	64	0.46875
1130	Sc_chr04	371713	371718	5	0.4
1131	Sc_chr04	371718	371759	41	0.4878048780487805
1132	Sc_chr04	371759	371781	22	0.3181818181818182
1133	Sc_chr04	371781	372510	729	0.3827160493827161
1134	Sc_chr04	372510	372696	186	0.27956989247311825
1135	Sc_chr04	372696	373283	587	0.40545144804088584
1136	Sc_chr04	373283	373737	454	0.36784140969163
1137	Sc_chr04	373737	374365	628	0.35350318471337583
1138	Sc_chr04	374365	374595	230	0.3565217391304348
1139	Sc_chr04	374595	374652	57	0.3859649122807018
1140	Sc_chr04	374652	375283	631	0.38510301109350237
1141	Sc_chr04	375283	375472	189	0.36507936507936506
1142	Sc_chr04	375472	376075	603	0.3399668325041459
1143	Sc_chr04	376075	376329	254	0.3779527559055118
1144	Sc_chr04	376329	376950	621	0.36553945249597425
1145	Sc_chr04	376950	377571	621	0.3816425120772947
1146	Sc_chr04	377571	377593	22	0.45454545454545453
1147	Sc_chr04	377593	377618	25	0.4
1148	Sc_chr04	377618	377632	14	0.5714285714285715
1149	Sc_chr04	377632	377709	77	0.35064935064935066
1150	Sc_chr04	377709	377913	204	0.3627450980392157
1151	Sc_chr04	377913	378180	267	0.4082397003745319
1152	Sc_chr04	378180	378252	72	0.5138888888888888
1153	Sc_chr04	378252	378352	100	0.38
1154	Sc_chr04	378352	378963	611	0.38134206219312605
1155	Sc_chr04	378963	379139	176	0.3522727272727273
1156	Sc_chr04	379139	379412	273	0.391941391941392
1157	Sc_chr04	379412	379574	162	0.3827160493827161
1158	Sc_chr04	379574	380300	726	0.38980716253443526
1159	Sc_chr04	380300	380312	12	0.5833333333333334
1160	Sc_chr04	380312	380634	322	0.3695652173913044
1161	Sc_chr04	380634	382825	2191	0.39205842081241443
1162	Sc_chr04	382825	382891	66	0.5
1163	Sc_chr04	382891	383033	142	0.40845070422535207
1164	Sc_chr04	383033	383141	108	0.39814814814814814
1165	Sc_chr04	383141	383204	63	0.4603174603174603
1166	Sc_chr04	383204	383321	117	0.4102564102564103
1167	Sc_chr04	383321	383357	36	0.4722222222222222
1168	Sc_chr04	383357	383483	126	0.4444444444444444
1169	Sc_chr04	383483	383555	72	0.41666666666666663
1170	Sc_chr04	383555	383591	36	0.5
1171	Sc_chr04	383591	384035	444	0.42792792792792794
1172	Sc_chr04	384035	384107	72	0.4722222222222222
1173	Sc_chr04	384107	384179	72	0.38888888888888884
1174	Sc_chr04	384179	384305	126	0.4365079365079365
1175	Sc_chr04	384305	384341	36	0.4444444444444444
1176	Sc_chr04	384341	384413	72	0.4722222222222222
1177	Sc_chr04	384413	384467	54	0.38888888888888884
1178	Sc_chr04	384467	384503	36	0.4444444444444444
1179	Sc_chr04	384503	384611	108	0.42592592592592593
1180	Sc_chr04	384611	385376	765	0.4091503267973856
1181	Sc_chr04	385376	385649	273	0.37362637362637363
1182	Sc_chr04	385649	385864	215	0.3674418604651163
1183	Sc_chr04	385864	386014	150	0.36666666666666664
1184	Sc_chr04	386014	386019	5	0.4
1185	Sc_chr04	386019	386829	810	0.3765432098765432
1186	Sc_chr04	386829	386906	77	0.3246753246753247
1187	Sc_chr04	386906	386955	49	0.46938775510204084
1188	Sc_chr04	386955	386979	24	0.5
1189	Sc_chr04	386979	387198	219	0.3972602739726028
1190	Sc_chr04	387198	387619	421	0.3586698337292162
1191	Sc_chr04	387619	387625	6	0.33333333333333337
1192	Sc_chr04	387625	387640	15	0.6
1193	Sc_chr04	387640	387838	198	0.3838383838383838
1194	Sc_chr04	387838	387891	53	0.37735849056603776
1195	Sc_chr04	387891	388025	134	0.44029850746268656
1196	Sc_chr04	388025	388123	98	0.3877551020408163
1197	Sc_chr04	388123	388486	363	0.3884297520661157
1198	Sc_chr04	388486	388618	132	0.38636363636363635
1199	Sc_chr04	388618	389257	639	0.3380281690140845
1200	Sc_chr04	389257	389530	273	0.3699633699633699
1201	Sc_chr04	389530	389564	34	0.38235294117647056
1202	Sc_chr04	389564	389653	89	0.4606741573033708
1203	Sc_chr04	389653	391042	1389	0.34557235421166305
1204	Sc_chr04	391042	391113	71	0.26760563380281693
1205	Sc_chr04	391113	391557	444	0.36936936936936937
1206	Sc_chr04	391557	391592	35	0.34285714285714286
1207	Sc_chr04	391592	391786	194	0.3505154639175258
1208	Sc_chr04	391786	392094	308	0.45454545454545453
1209	Sc_chr04	392094	393371	1277	0.413469068128426
1210	Sc_chr04	393371	394243	872	0.411697247706422
1211	Sc_chr04	394243	394252	9	0.4444444444444444
1212	Sc_chr04	394252	394395	143	0.4405594405594405
1213	Sc_chr04	394395	395428	1033	0.3823814133591481
1214	Sc_chr04	395428	396037	609	0.3842364532019705
1215	Sc_chr04	396037	396168	131	0.3969465648854962
1216	Sc_chr04	396168	396568	400	0.375
1217	Sc_chr04	396568	397222	654	0.38990825688073394
1218	Sc_chr04	397222	397453	231	0.3203463203463203
1219	Sc_chr04	397453	397684	231	0.3939393939393939
1220	Sc_chr04	397684	397980	296	0.32094594594594594
1221	Sc_chr04	397980	398202	222	0.38288288288288286
1222	Sc_chr04	398202	398347	145	0.3655172413793103
1223	Sc_chr04	398347	399489	1142	0.37740805604203154
1224	Sc_chr04	399489	400041	552	0.42391304347826086
1225	Sc_chr04	400041	400494	453	0.3973509933774835
1226	Sc_chr04	400494	400652	158	0.41139240506329117
1227	Sc_chr04	400652	400904	252	0.24206349206349206
1228	Sc_chr04	400904	401049	145	0.3310344827586207
1229	Sc_chr04	401049	401120	71	0.39436619718309857
1230	Sc_chr04	401120	401730	610	0.38032786885245906
1231	Sc_chr04	401730	401912	182	0.37362637362637363
1232	Sc_chr04	401912	401939	27	0.4444444444444444
1233	Sc_chr04	401939	402143	204	0.35294117647058826
1234	Sc_chr04	402143	402343	200	0.335
1235	Sc_chr04	402343	402365	22	0.36363636363636365
1236	Sc_chr04	402365	403108	743	0.37685060565275913
1237	Sc_chr04	403108	403178	70	0.3285714285714285
1238	Sc_chr04	403178	403302	124	0.3629032258064516
1239	Sc_chr04	403302	403444	142	0.32394366197183094
1240	Sc_chr04	403444	404132	688	0.31540697674418605
1241	Sc_chr04	404132	404166	34	0.4411764705882353
1242	Sc_chr04	404166	404352	186	0.3870967741935484
1243	Sc_chr04	404352	405744	1392	0.35704022988505746
1244	Sc_chr04	405744	406412	668	0.3922155688622755
1245	Sc_chr04	406412	406979	567	0.42857142857142855
1246	Sc_chr04	406979	407013	34	0.35294117647058826
1247	Sc_chr04	407013	407048	35	0.34285714285714286
1248	Sc_chr04	407048	408755	1707	0.38488576449912126
1249	Sc_chr04	408755	409133	378	0.38888888888888884
1250	Sc_chr04	409133	409540	407	0.36609336609336607
1251	Sc_chr04	409540	410193	653	0.3966309341500766
1252	Sc_chr04	410193	411291	1098	0.436247723132969
1253	Sc_chr04	411291	411400	109	0.45871559633027525
1254	Sc_chr04	411400	411945	545	0.4458715596330275
1255	Sc_chr04	411945	412051	106	0.44339622641509435
1256	Sc_chr04	412051	412648	597	0.44388609715242877
1257	Sc_chr04	412648	412729	81	0.3950617283950617
1258	Sc_chr04	412729	412982	253	0.4505928853754941
1259	Sc_chr04	412982	414441	1459	0.34544208361891704
1260	Sc_chr04	414441	414691	250	0.37200000000000005
1261	Sc_chr04	414691	414822	131	0.33587786259541985
1262	Sc_chr04	414822	414839	17	0.411764705882353
1263	Sc_chr04	414839	415251	412	0.30097087378640774
1264	Sc_chr04	415251	415786	535	0.3850467289719626
1265	Sc_chr04	415786	415840	54	0.42592592592592593
1266	Sc_chr04	415840	415939	99	0.3838383838383838
1267	Sc_chr04	415939	416434	495	0.3818181818181818
1268	Sc_chr04	416434	416832	398	0.3592964824120603
1269	Sc_chr04	416832	417086	254	0.38976377952755903
1270	Sc_chr04	417086	417216	130	0.4230769230769231
1271	Sc_chr04	417216	417694	478	0.3389121338912134
1272	Sc_chr04	417694	417895	201	0.4079601990049751
1273	Sc_chr04	417895	418093	198	0.4797979797979798
1274	Sc_chr04	418093	418151	58	0.41379310344827586
1275	Sc_chr04	418151	418249	98	0.41836734693877553
1276	Sc_chr04	418249	418425	176	0.38636363636363635
1277	Sc_chr04	418425	419044	619	0.395799676898223
1278	Sc_chr04	419044	419794	750	0.38799999999999996
1279	Sc_chr04	419794	419892	98	0.3469387755102041
1280	Sc_chr04	419892	420249	357	0.4565826330532213
1281	Sc_chr04	420249	420904	655	0.41068702290076337
1282	Sc_chr04	420904	421145	241	0.3360995850622407
1283	Sc_chr04	421145	421480	335	0.41791044776119407
1284	Sc_chr04	421480	423071	1591	0.35763670647391577
1285	Sc_chr04	423071	423170	99	0.4444444444444444
1286	Sc_chr04	423170	423268	98	0.40816326530612246
1287	Sc_chr04	423268	423745	477	0.38784067085953877
1288	Sc_chr04	423745	424280	535	0.3626168224299065
1289	Sc_chr04	424280	424321	41	0.3170731707317073
1290	Sc_chr04	424321	424503	182	0.3626373626373626
1291	Sc_chr04	424503	424547	44	0.5
1292	Sc_chr04	424547	424607	60	0.4666666666666666
1293	Sc_chr04	424607	424985	378	0.373015873015873
1294	Sc_chr04	424985	425519	534	0.38576779026217234
1295	Sc_chr04	425519	425564	45	0.4
1296	Sc_chr04	425564	425999	435	0.367816091954023
1297	Sc_chr04	425999	426217	218	0.3348623853211009
1298	Sc_chr04	426217	427331	1114	0.32854578096947934
1299	Sc_chr04	427331	427805	474	0.5379746835443038
1300	Sc_chr04	427805	428104	299	0.42474916387959866
1301	Sc_chr04	428104	429393	1289	0.3630721489526765
1302	Sc_chr04	429393	429414	21	0.4761904761904762
1303	Sc_chr04	429414	429420	6	0.33333333333333337
1304	Sc_chr04	429420	429654	234	0.4358974358974359
1305	Sc_chr04	429654	430313	659	0.42943854324734443
1306	Sc_chr04	430313	430611	298	0.43288590604026844
1307	Sc_chr04	430611	431028	417	0.3764988009592326
1308	Sc_chr04	431028	431436	408	0.44852941176470584
1309	Sc_chr04	431436	431750	314	0.3885350318471337
1310	Sc_chr04	431750	431985	235	0.38723404255319144
1311	Sc_chr04	431985	432097	112	0.45535714285714285
1312	Sc_chr04	432097	432227	130	0.5076923076923077
1313	Sc_chr04	432227	432489	262	0.3206106870229008
1314	Sc_chr04	432489	433583	1094	0.3747714808043876
1315	Sc_chr04	433583	433673	90	0.4666666666666666
1316	Sc_chr04	433673	433718	45	0.4
1317	Sc_chr04	433718	434288	570	0.3631578947368421
1318	Sc_chr04	434288	434644	356	0.3258426966292135
1319	Sc_chr04	434644	435405	761	0.3088042049934297
1320	Sc_chr04	435405	435694	289	0.3252595155709343
1321	Sc_chr04	435694	435936	242	0.4214876033057851
1322	Sc_chr04	435936	436634	698	0.33381088825214905
1323	Sc_chr04	436634	436986	352	0.3352272727272727
1324	Sc_chr04	436986	437310	324	0.3703703703703704
1325	Sc_chr04	437310	437466	156	0.3141025641025641
1326	Sc_chr04	437466	438092	626	0.3322683706070288
1327	Sc_chr04	438092	438391	299	0.35785953177257523
1328	Sc_chr04	438391	438538	147	0.39455782312925175
1329	Sc_chr04	438538	439078	540	0.42407407407407405
1330	Sc_chr04	439078	439105	27	0.2962962962962963
1331	Sc_chr04	439105	440406	1301	0.34819369715603377
1332	Sc_chr04	440406	440503	97	0.4536082474226804
1333	Sc_chr04	440503	440628	125	0.376
1334	Sc_chr04	440628	440758	130	0.3769230769230769
1335	Sc_chr04	440758	441752	994	0.3732394366197183
1336	Sc_chr04	441752	442338	586	0.3822525597269625
1337	Sc_chr04	442338	443062	724	0.3425414364640884
1338	Sc_chr04	443062	443825	763	0.36041939711664484
1339	Sc_chr04	443825	444225	400	0.3375
1340	Sc_chr04	444225	444788	563	0.33747779751332146
1341	Sc_chr04	444788	445417	629	0.4006359300476947
1342	Sc_chr04	445417	445534	117	0.4188034188034188
1343	Sc_chr04	445534	445724	190	0.37368421052631584
1344	Sc_chr04	445724	445813	89	0.3370786516853933
1345	Sc_chr04	445813	446439	626	0.37539936102236426
1346	Sc_chr04	446439	446548	109	0.29357798165137616
1347	Sc_chr04	446548	447027	479	0.35490605427974947
1348	Sc_chr04	447027	447208	181	0.3259668508287293
1349	Sc_chr04	447208	447307	99	0.4343434343434343
1350	Sc_chr04	447307	447400	93	0.3978494623655914
1351	Sc_chr04	447400	447421	21	0.42857142857142855
1352	Sc_chr04	447421	447532	111	0.42342342342342343
1353	Sc_chr04	447532	448001	469	0.34541577825159914
1354	Sc_chr04	448001	448141	140	0.4142857142857143
1355	Sc_chr04	448141	448173	32	0.4375
1356	Sc_chr04	448173	448592	419	0.41050119331742246
1357	Sc_chr04	448592	449004	412	0.31796116504854366
1358	Sc_chr04	449004	449086	82	0.3902439024390244
1359	Sc_chr04	449086	449135	49	0.3877551020408163
1360	Sc_chr04	449135	449236	101	0.36633663366336633
1361	Sc_chr04	449236	449283	47	0.4042553191489362
1362	Sc_chr04	449283	449933	650	0.2784615384615385
1363	Sc_chr04	449933	450143	210	0.3380952380952381
1364	Sc_chr04	450143	450425	282	0.38652482269503546
1365	Sc_chr04	450425	450914	489	0.4171779141104295
1366	Sc_chr04	450914	451190	276	0.39855072463768115
1367	Sc_chr04	451190	451256	66	0.5
1368	Sc_chr04	451256	451408	152	0.43421052631578944
1369	Sc_chr04	451408	451868	460	0.3760869565217391
1370	Sc_chr04	451868	452112	244	0.38114754098360654
1371	Sc_chr04	452112	452316	204	0.38235294117647056
1372	Sc_chr04	452316	452393	77	0.5194805194805194
1373	Sc_chr04	452393	452651	258	0.32945736434108525
1374	Sc_chr04	452651	452708	57	0.4385964912280702
1375	Sc_chr04	452708	452989	281	0.3487544483985765
1376	Sc_chr04	452989	453504	515	0.4058252427184466
1377	Sc_chr04	453504	454138	634	0.334384858044164
1378	Sc_chr04	454138	454205	67	0.3283582089552239
1379	Sc_chr04	454205	455840	1635	0.3914373088685015
1380	Sc_chr04	455840	456855	1015	0.3645320197044335
1381	Sc_chr04	456855	457878	1023	0.37145650048875856
1382	Sc_chr04	457878	459062	1184	0.3682432432432432
1383	Sc_chr04	459062	459224	162	0.33333333333333337
1384	Sc_chr04	459224	459303	79	0.3924050632911393
1385	Sc_chr04	459303	459317	14	0.35714285714285715
1386	Sc_chr04	459317	460542	1225	0.3436734693877551
1387	Sc_chr04	460542	460827	285	0.431578947368421
1388	Sc_chr04	460827	460940	113	0.4690265486725664
1389	Sc_chr04	460940	461137	197	0.41116751269035534
1390	Sc_chr04	461137	461454	317	0.473186119873817
1391	Sc_chr04	461454	461707	253	0.4110671936758893
1392	Sc_chr04	461707	462591	884	0.41855203619909503
1393	Sc_chr04	462591	463106	515	0.36116504854368936
1394	Sc_chr04	463106	463730	624	0.39583333333333337
1395	Sc_chr04	463730	463763	33	0.45454545454545453
1396	Sc_chr04	463763	463879	116	0.4051724137931034
1397	Sc_chr04	463879	464057	178	0.4438202247191011
1398	Sc_chr04	464057	464087	30	0.43333333333333335
1399	Sc_chr04	464087	464918	831	0.4235860409145608
1400	Sc_chr04	464918	465230	312	0.4455128205128205
1401	Sc_chr04	465230	465350	120	0.425
1402	Sc_chr04	465350	466439	1089	0.418732782369146
1403	Sc_chr04	466439	466548	109	0.4403669724770642
1404	Sc_chr04	466548	467096	548	0.3886861313868613
1405	Sc_chr04	467096	467184	88	0.4318181818181818
1406	Sc_chr04	467184	467204	20	0.4
1407	Sc_chr04	467204	467527	323	0.35294117647058826
1408	Sc_chr04	467527	467800	273	0.4065934065934066
1409	Sc_chr04	467800	467846	46	0.34782608695652173
1410	Sc_chr04	467846	467954	108	0.36111111111111116
1411	Sc_chr04	467954	468337	383	0.402088772845953
1412	Sc_chr04	468337	469064	727	0.3988995873452545
1413	Sc_chr04	469064	469715	651	0.38402457757296465
1414	Sc_chr04	469715	469816	101	0.3465346534653465
1415	Sc_chr04	469816	469883	67	0.3582089552238806
1416	Sc_chr04	469883	470707	824	0.3434466019417476
1417	Sc_chr04	470707	471746	1039	0.3339749759384023
1418	Sc_chr04	471746	472102	356	0.4438202247191011
1419	Sc_chr04	472102	472954	852	0.4647887323943662
1420	Sc_chr04	472954	474091	1137	0.34564643799472294
1421	Sc_chr04	474091	474732	641	0.36349453978159124
1422	Sc_chr04	474732	475036	304	0.28618421052631576
1423	Sc_chr04	475036	475742	706	0.3271954674220963
1424	Sc_chr04	475742	476142	400	0.3325
1425	Sc_chr04	476142	476485	343	0.27696793002915454
1426	Sc_chr04	476485	476901	416	0.3269230769230769
1427	Sc_chr04	476901	477080	179	0.3966480446927374
1428	Sc_chr04	477080	477561	481	0.35343035343035345
1429	Sc_chr04	477561	477806	245	0.3510204081632653
1430	Sc_chr04	477806	478075	269	0.4312267657992565
1431	Sc_chr04	478075	478665	590	0.38813559322033897
1432	Sc_chr04	478665	478914	249	0.4216867469879518
1433	Sc_chr04	478914	479206	292	0.3150684931506849
1434	Sc_chr04	479206	479525	319	0.36363636363636365
1435	Sc_chr04	479525	479672	147	0.30612244897959184
1436	Sc_chr04	479672	479938	266	0.39849624060150374
1437	Sc_chr04	479938	480388	450	0.36
1438	Sc_chr04	480388	480641	253	0.3992094861660079
1439	Sc_chr04	480641	480861	220	0.42727272727272725
1440	Sc_chr04	480861	481069	208	0.3990384615384615
1441	Sc_chr04	481069	482158	1089	0.39026629935720847
1442	Sc_chr04	482158	482460	302	0.32781456953642385
1443	Sc_chr04	482460	482854	394	0.3477157360406091
1444	Sc_chr04	482854	482915	61	0.39344262295081966
1445	Sc_chr04	482915	483632	717	0.3807531380753138
1446	Sc_chr04	483632	483725	93	0.3440860215053763
1447	Sc_chr04	483725	483928	203	0.3990147783251231
1448	Sc_chr04	483928	483989	61	0.4918032786885246
1449	Sc_chr04	483989	484082	93	0.25806451612903225
1450	Sc_chr04	484082	484369	287	0.37282229965156793
1451	Sc_chr04	484369	484494	125	0.41600000000000004
1452	Sc_chr04	484494	484803	309	0.42394822006472493
1453	Sc_chr04	484803	484880	77	0.41558441558441556
1454	Sc_chr04	484880	485641	761	0.4152431011826544
1455	Sc_chr04	485641	485753	112	0.4107142857142857
1456	Sc_chr04	485753	485928	175	0.4057142857142857
1457	Sc_chr04	485928	486003	75	0.44
1458	Sc_chr04	486003	486588	585	0.3401709401709402
1459	Sc_chr04	486588	487469	881	0.3439273552780931
1460	Sc_chr04	487469	488166	697	0.3486370157819226
1461	Sc_chr04	488166	488375	209	0.3875598086124402
1462	Sc_chr04	488375	488571	196	0.37755102040816324
1463	Sc_chr04	488571	488797	226	0.32300884955752207
1464	Sc_chr04	488797	488821	24	0.5833333333333334
1465	Sc_chr04	488821	489429	608	0.3486842105263158
1466	Sc_chr04	489429	489999	570	0.35614035087719303
1467	Sc_chr04	489999	490463	464	0.39224137931034486
1468	Sc_chr04	490463	492059	1596	0.3703007518796993
1469	Sc_chr04	492059	492847	788	0.383248730964467
1470	Sc_chr04	492847	492888	41	0.4878048780487805
1471	Sc_chr04	492888	493208	320	0.384375
1472	Sc_chr04	493208	493507	299	0.4013377926421405
1473	Sc_chr04	493507	493784	277	0.37906137184115524
1474	Sc_chr04	493784	493841	57	0.4736842105263158
1475	Sc_chr04	493841	493912	71	0.352112676056338
1476	Sc_chr04	493912	494479	567	0.3880070546737213
1477	Sc_chr04	494479	494493	14	0.28571428571428575
1478	Sc_chr04	494493	495317	824	0.3774271844660194
1479	Sc_chr04	495317	495467	150	0.2733333333333333
1480	Sc_chr04	495467	495948	481	0.3575883575883576
1481	Sc_chr04	495948	496002	54	0.3703703703703704
1482	Sc_chr04	496002	496888	886	0.3577878103837472
1483	Sc_chr04	496888	497046	158	0.3924050632911393
1484	Sc_chr04	497046	497124	78	0.3846153846153846
1485	Sc_chr04	497124	497232	108	0.42592592592592593
1486	Sc_chr04	497232	497501	269	0.3828996282527881
1487	Sc_chr04	497501	497560	59	0.3220338983050848
1488	Sc_chr04	497560	497759	199	0.35175879396984927
1489	Sc_chr04	497759	497777	18	0.5
1490	Sc_chr04	497777	498076	299	0.3846153846153846
1491	Sc_chr04	498076	498535	459	0.43572984749455335
1492	Sc_chr04	498535	498555	20	0.35
1493	Sc_chr04	498555	498744	189	0.4074074074074074
1494	Sc_chr04	498744	499050	306	0.3758169934640523
1495	Sc_chr04	499050	499630	580	0.36724137931034484
1496	Sc_chr04	499630	499648	18	0.4444444444444444
1497	Sc_chr04	499648	499933	285	0.4140350877192982
1498	Sc_chr04	499933	500063	130	0.4
1499	Sc_chr04	500063	500137	74	0.35135135135135137
1500	Sc_chr04	500137	500317	180	0.39444444444444443
1501	Sc_chr04	500317	500655	338	0.3668639053254438
1502	Sc_chr04	500655	501771	1116	0.3557347670250896
1503	Sc_chr04	501771	502240	469	0.3944562899786781
1504	Sc_chr04	502240	502324	84	0.28571428571428575
1505	Sc_chr04	502324	502776	452	0.37610619469026546
1506	Sc_chr04	502776	502970	194	0.3711340206185567
1507	Sc_chr04	502970	503176	206	0.3543689320388349
1508	Sc_chr04	503176	503186	10	0.4
1509	Sc_chr04	503186	503266	80	0.3
1510	Sc_chr04	503266	504053	787	0.34561626429479037
1511	Sc_chr04	504053	504171	118	0.364406779661017
1512	Sc_chr04	504171	504808	637	0.434850863422292
1513	Sc_chr04	504808	504982	174	0.4367816091954023
1514	Sc_chr04	504982	505867	885	0.3491525423728814
1515	Sc_chr04	505867	507743	1876	0.3678038379530917
1516	Sc_chr04	507743	507893	150	0.2733333333333333
1517	Sc_chr04	507893	508616	723	0.33333333333333337
1518	Sc_chr04	508616	508878	262	0.416030534351145
1519	Sc_chr04	508878	509378	500	0.332
1520	Sc_chr04	509378	509443	65	0.3076923076923077
1521	Sc_chr04	509443	510431	988	0.32793522267206476
1522	Sc_chr04	510431	510530	99	0.26262626262626265
1523	Sc_chr04	510530	510568	38	0.2368421052631579
1524	Sc_chr04	510568	511454	886	0.3713318284424379
1525	Sc_chr04	511454	511757	303	0.4059405940594059
1526	Sc_chr04	511757	511769	12	0.33333333333333337
1527	Sc_chr04	511769	511909	140	0.40714285714285714
1528	Sc_chr04	511909	512124	215	0.40930232558139534
1529	Sc_chr04	512124	512501	377	0.4190981432360743
1530	Sc_chr04	512501	513868	1367	0.30651060716898315
1531	Sc_chr04	513868	514039	171	0.30994152046783624
1532	Sc_chr04	514039	514240	201	0.3034825870646766
